nombre,sector,precio,area,habitaciones,banos,parqueadero,fecha
Hermosa Casa de Venta en Una de Las Mejores Urbanizaciones en Tumbaco,"Tumbaco, Quito",435.000,1482,4,4,5.0,2021-10-02
Se Vende Hermosa y Amplia Casa Independiente Sector Colegio Ilinizas - Valle de Los Chillos,"Los Chillos, Quito",360.000,309,3,3,4.0,2021-10-02
"Espectacular Casa de 240 m², Dos Patios Grandes, Suite Independiente en P. B.","Norte de Quito, Quito",168.000,445,4,4,3.0,2021-10-02
Casa en Venta con Estilo Personalizado Sector Hilacril/el Arenal,"Tumbaco, Quito",315.000,296,3,3,2.0,2021-10-02
"Cumbayá - Tanda - a 5 Minutos del Rancho, Casa de 275 m² en Venta","Nayón - Tanda, Quito",340.000,311,3,3,3.0,2021-10-02
Casa Venta Alangasi Cerca Al Restaurante Kafra,"San Rafael, Quito",299.000,1053,4baños,4estac.,0.0,2021-10-02
"Casa de Venta en Tumbaco, Quito (De Tres Dorm.)","Tumbaco, Quito",310.000,623,3,4,2.0,2021-10-02
"Casa de Venta Valle de Los Chillos, Armenia 2","Los Chillos, Quito",110.000,184,3,2,2.0,2021-10-02
"Venta Casa Moderna, $240 Mil, 3 Dorms, 3 Baño, Jardin, Piscina, Guardia, Tumbaco","Tumbaco, Quito",240.000,293,3,3,2.0,2021-10-02
"Casa 248 m², Ideal Para Empresas, Sector San Carlos de 3 Pisos, Parqueadero","San Carlos, Quito",166.500,248,4,3,5.0,2021-10-02
Casa - San Isidro - Vista Grande,"San Isidro - Vista Grande, Quito",240.000,300,6,3,7.0,2021-10-02
Casa Más Departamento - Villaflora Concha Acústica. Remodelada,"Sur de Quito, Quito",155.000,590,5,3,2.0,2021-10-02
Exclusiva Casa de Venta en Conjunto en Tanda,"Nayón - Tanda, Quito",320.000,302,3,4,2.0,2021-10-02
"Casa en Venta, Amplia, 604 m de Terreno, Sector Calderón","Calderón, Quito",170.000,604,6,6,4.0,2021-10-02
Casa en Venta Sector Miravalle,"Cumbayá, Quito",220.000,208,4,3,3.0,2021-10-02
Casa en Venta Sector Versalles Centro Norte de Quito,"Centro Norte, Quito",187.000,245,3baños,2estac.,0.0,2021-10-02
"Cumbaya Se Vende Casa Independiente, 4 Dorm., Cuarto de Servicio, Conjunto Cerrada","Cumbayá, Quito",549.000,503,4,5,4.0,2021-10-02
Hermosas Casas por Estrenar Desde Usd176.000!,"Tumbaco, Quito",176.000,219,3,2,2.0,2021-10-02
"Venta Oportunidad Casa 3 Dorm. Sector San Isidro, El Inca","El Inca, Quito",112.000,235,3,2,2.0,2021-10-02
Vendo Casa en San a Ntonio de Pichicha - Mitad del Mundo,"Mitad del Mundo, Quito",45.000,90,3,1,1.0,2021-10-02
Venta Casa 3 Dorm. Sector Cofavi Baker Kenedy,"Norte de Quito, Quito",180.000,310,3,4,2.0,2021-10-02
Vendo Casa en Conjunto - Valle de Los Chillos,"Sangolqui, Quito",79.000,120,3,2,1.0,2021-10-02
Bonita Casa Estilo Moderno en Pequeña Urbanización Sector Via Al Tingo,"Los Chillos, Quito",330.000,780,4,4,7.0,2021-10-02
"Cumbaya, Casa, 345 m², 3 Habitaciones, 5 Baños, 2 Parqueaderos","Cumbayá, Quito",480.000,345,3,4,0.0,2021-10-02
Casa - Cumbayá,"Cumbayá, Quito",320.000,273,3,3,2.0,2021-10-02
"Casa de Venta en Cumbaya, Altos del Valle","Cumbayá, Quito",670.000,1272,3,3,3.0,2021-10-02
Casa de Lujo Rancho San Francisco 726 m² en Venta Dos Plantas,"Nayón - Tanda, Quito",1.280.000,726,5,5,3.0,2021-10-02
Casa de Venta Sector Agencia Nacional de Transito,"San Carlos, Quito",120.000,160,4,2,2.0,2021-10-02
Casa de Venta Sector Mirasierra Alta en Conjunto 3 Plantas 3 Dorm.,"San Rafael, Quito",118.000,165,3,2,2.0,2021-10-02
Casa en Venta Cumbaya Vía Lumbisi.,"Cumbayá, Quito",170.000,170,3,2,2.0,2021-10-02
"Casa en Quito, Sector Quitumbe","Sur de Quito, Quito",285.000,667,16,10,1.0,2021-10-02
"Vendo Casa en Tumbaco Amplia, Remodelada, en Conjunto Cerrado","Tumbaco, Quito",238.000,300,4,3,3.0,2021-10-02
Casa en Venta Sector Conocoto,"Conocoto, Quito",120.000,134,3,2,0.0,2021-10-02
Venta de Casa de 340 m². Remodelada. El Condado. Norte de Quito,"El Condado, Quito",285.000,454,10,6,3.0,2021-10-02
"Lujosa Casa, Diseno Unico, Doble Altura, Jacuzzi, Sala con Fogatero Exterior","Cumbayá, Quito",740.000,619,4,4,6.0,2021-10-02
Hermosa Casa de Venta Rancho San Francisco,"Miravalle, Quito",1.500.000,1013,4,4,6.0,2021-10-02
Venta de Propiedad Inca - Terreno 3.264 m² - Estructura de Colegio,"Centro Norte, Quito",1.500.000,3264,16,20estac.,0.0,2021-10-02
Remax Capital Vende Casa,"La Armenia, Quito",95.000,165,3,2,2.0,2021-10-02
"Casa Moderna, 3 Dorm, Conjunto Privado, Santa Clara, Sangolqui","Sangolqui, Quito",150.000,231,3,3,2.0,2021-10-02
Casa Independiente en Venta - Miranda - Valle de Los Chillos,"Los Chillos, Quito",300.000,1000,1estac.,0,0.0,2021-10-02
Se Vende Casa por Estrenar en El Valle,"Sangolqui, Quito",120.000,148,3,2,1.0,2021-10-02
Armenia Ultima Casa Esquinera de Venta Biess Al 6%,"La Armenia, Quito",89.010,90,3,2,1.0,2021-10-02
Vendo Casa con Conjunto Iguazú III (Urb. Santa Lucía) Norte de Quito,"Norte de Quito, Quito",149.900,226,3,2,2.0,2021-10-02
Se Vende Casa en Carapungo,"Carapungo, Quito",65.000,129,3,1,0.0,2021-10-02
Vendo Casa Sur de Quito,"Sur de Quito, Quito",75.000,233,6,3,0.0,2021-10-02
Casa 234 m² Urbanización Privada Pillagua - Cumbayá,"Cumbayá, Quito",235.000,258,4,4,2.0,2021-10-02
Estrena Casa Independiente en Mastodontes! Casa de 277 m²,"Carcelén, Quito",238.000,329,5,4,3.0,2021-10-02
"Casa en Venta, Santa Lucia, Norte","Norte de Quito, Quito",150.000,160,4,3,2.0,2021-10-02
Oportunidad No Te Lo Pierdas $97.000 Tumbaco,"Tumbaco, Quito",97.000,148,3,2,2.0,2021-10-02
Casa en Venta Cumbayá,"Cumbayá, Quito",250.000,240,3,3,2.0,2021-10-02
Casa - Mitad del Mundo,"Mitad del Mundo, Quito",290.000,460,4,5,3.0,2021-10-02
"Casa en Venta, Colegio Einstein - Carcelén","Carcelén, Quito",130.000,242,3,3,2.0,2021-10-02
"Venta Propiedad Ideal Para Constructor, Sector Tennis Club, a 2 Cuadras de La Granda Centeno","Norte de Quito, Quito",495.000,1002,0,0,0.0,2021-10-02
"Vendo Hermosa Casa en Cumbaya, Sector San Patricio.","Cumbayá, Quito",350.000,426,3,3,3.0,2021-10-02
Hermosa Casa en Venta Sector San Isidro del Inca,"San Isidro - Vista Grande, Quito",115.000,130,3,2,0.0,2021-10-02
"Vendo Propiedad de 3 Pisos (703.45 M²), 2 Dptos, 2 Loc. 1 Con. 8 P. Sec Ulloa","Centro Norte, Quito",450.000,623,8,8,8.0,2021-10-02
Hermosa Casa Lujosa de Venta en Cumbaya,"Cumbayá, Quito",1.600.000,1500,4,4,4.0,2021-10-02
Bosque Hermosa Casa 300 Construccion,"El Bosque , Quito",320.000,300,3,4,3.0,2021-10-02
Vendo Casa Sector La Loma Centro Histórico Dos Niveles,"Centro de Quito, Quito",150.000,439,10,5,0.0,2021-10-02
Casa en Venta en Calderón Conjunto Privado,"Calderón, Quito",78.900,131,3,2,1.0,2021-10-02
"H/ Bajó de Precio, Sector Florida. Hermosa Casa en Venta.","Norte de Quito, Quito",155.000,450,7,3,3.0,2021-10-02
De Oportunidad Casa en Venta en Solanda 106.2 m²,"Sur de Quito, Quito",41.846,106,0,0,0.0,2021-10-02
Casa en El Sector Más Exclusivo del Club Los Chillos,"Sangolqui, Quito",179.000,240,3,2,2.0,2021-10-02
Casa de Venta en Miravalle Completamente Remodelada,"Miravalle, Quito",420.000,917,4,5,3.0,2021-10-02
Casa de Venta en La Viña Espectacular,"Cumbayá, Quito",1.450.000,1975,6,5,3.0,2021-10-02
Re/max Asesoria Inmobiliaria Vende Hermosa Casa en Conjunto - La Primavera,"Cumbayá, Quito",228.000,270,5,3,2.0,2021-10-02
Casa en Venta 296 m² Sector Mexterior,"El Pinar, Quito",178.000,296,2,2,1.0,2021-10-02
Casa Nueva 2 Pisos Urbanización Privada “el Cedrón de Pintag”,"Sangolqui, Quito",71.900,152,3,1,1.0,2021-10-02
"Casa de Oportunidad en Mirasierra, Valle de Los Chillos","Los Chillos, Quito",94.000,164,3,2,1.0,2021-10-02
Hermosa Casa en Venta por La Viña,"Cumbayá, Quito",245.000,204,3,2,2.0,2021-10-02
Vendo Terreno con Casa Antigua - Sector Calderon a 2 Minutos del Mall El Portal,"Calderón, Quito",205.000,140,3,2,5.0,2021-10-02
"En Venta Ultimas 5 Casas 03d, 132 m² Conjuntop Privado, Tumbaco (Mv)","Tumbaco, Quito",158.000,149,3,3,2.0,2021-10-02
Venta Casa Tipo Español Sector La Merced,"Los Chillos, Quito",450.000,2303,9,9,0.0,2021-10-02
Vendo Casa Nueva en Marianitas de Calderon,"Calderón, Quito",78.000,210,3,2,2.0,2021-10-02
Vendo Casa 2 Plantas Urbanización Prados del Condado $150.000,"El Condado, Quito",150.000,155,4,3,1.0,2021-10-02
Venta Casa por Estrenar Sector Cashapamba,"Los Chillos, Quito",137.000,172,3,2,2.0,2021-10-02
Hermosa Casa de Venta 197 m Boston Garden,"Ponceano, Quito",140.000,211,2baños,2estac.,0.0,2021-10-02
Casa Amplia en Venta Sector Conocoto,"Conocoto, Quito",370.000,915,4,5,3.0,2021-10-02
"La Armenia, Ultima Casa de Entrega Inmediata Aplica Credito Vip.","La Armenia, Quito",89.600,102,3,2,0.0,2021-10-02
"Cumbaya, Casa de Venta 6 Dorm., (2 Dorm. en Planta Baja)","Cumbayá, Quito",389.000,426,6,7,4.0,2021-10-02
Casa con Terreno en Venta Sector Av Brasil,"Quito Tenis, Quito",315.000,562,3,3,4.0,2021-10-02
Vendo Casa Rentera o Cambio con Propiedad Rural 9.5% Rentabilidad Centro Norte Excelente Ubicación,"Las Casas, Quito",215.000,560,6,3,3.0,2021-10-02
Oportunidad Se Vende Hermosa Casa Conjunto Greenfield Conocoto,"Conocoto, Quito",115.000,120,3,2,1.0,2021-10-02
"Moderna Casa Unifamiliar, Sector Condado $125.000","El Condado, Quito",125.000,388,5,4,4.0,2021-10-02
Propiedad Casa Comercial,"Quitumbe, Quito",180.000,593,6,6,3.0,2021-10-02
Carcelén - Vendo - Casa en Conjunto,"Carcelén, Quito",145.000,256,3,3,3.0,2021-10-02
Cumbaya - La Primavera Se Venden Casas por Estrenar de Tres Dor. Desde $,"Cumbayá, Quito",235.000,205,3,2,2.0,2021-10-02
Casa de 301 m² - La Ecuatoriana - 1parqueadero,"Sur de Quito, Quito",110.000,301,0,0,0.0,2021-10-02
"Estrene Casa 3 Habitaciones, Arenal, Tumbaco","Tumbaco, Quito",180.000,210,3,2,3.0,2021-10-02
Sector Embajada Americana Vendo Casa Conjunto Orquídeas del Norte 160 m.,"Norte de Quito, Quito",160.000,160,4,3,1.0,2021-10-02
Casa de Venta en Conjunto Privado,"Conocoto, Quito",99.900,161,3,2,2.0,2021-10-02
Casa de 4 Habitaciones a La Venta Sector La Armenia 1,"La Armenia, Quito",130.000,261,2baños,2estac.,0.0,2021-10-02
Hermosa Casa en Venta Sector Villa Flora,"Sur de Quito, Quito",245.000,380,5baños,2estac.,0.0,2021-10-02
Casa. Conjunto Privado.3 Dorm..2 Parqueaderos,"Tumbaco, Quito",157.000,230,3,2,2.0,2021-10-02
Vendo Casa en Carcelen en Conjunto Sector Supermaxi,"Carcelén, Quito",89.000,165,3,2,1.0,2021-10-02
Casa en Venta Sector Cumbaya,"Cumbayá, Quito",195.000,309,3,2,2.0,2021-10-02
Venta Casa Rentera,"Sur de Quito, Quito",189.000,300,8,5,2.0,2021-10-02
"En Venta Casa Rentera, Sector Norte de Quito","Norte de Quito, Quito",150.000,576,3,5estac.,0.0,2021-10-02
Casa con 4 Estacionamientos en Subsuelo,"Tumbaco, Quito",299.000,451,3,4,4.0,2021-10-02
Casa de Venta Parque San Antonio Mitad del Mundo,"Mitad del Mundo, Quito",185.000,960,4,3,0.0,2021-10-02
Casa - Mitad del Mundo,"Mitad del Mundo, Quito",67.000,100,3,2,1.0,2021-10-02
Casa en Cumbaya 450 m² Urbanización Santa Lucia,"Cumbayá, Quito",475.000,500,3,3,4.0,2021-10-02
"Vendo Amplia, Elegante Casa, Amplios Espacios Verdes. El Condado.","El Condado, Quito",639.000,1800,4,3,10.0,2021-10-02
Armenia 2 Vendo Linda Casa por Estrenar,"Los Chillos, Quito",138.000,253,3,2,2.0,2021-10-02
Vendo Casa Rentera Kennedy,"Norte de Quito, Quito",255.000,514,7,5,5.0,2021-10-02
Hermosas Casas en Tumbaco en Costruccion,"Tumbaco, Quito",315.000,300,3,2,2.0,2021-10-02
Sector Mariscal Sucre Vendo Casa Reconstruida con Dos Suites y Local Comercial,"Norte de Quito, Quito",250.000,320,5,4,2.0,2021-10-02
Minimalista Casa por Estrenar Urbanizacion Exclusiva Nayon en Venta,"Nayón - Tanda, Quito",398.000,524,3,4,3.0,2021-10-02
"Hermosa Casa de Venta en Cumbayá, 4 Habitaciones en Urbanización Segura","Cumbayá, Quito",370.000,418,4,3,2.0,2021-10-02
Pillagua Vendo Casa de 5 Dorm. Terrazas Excelentes Acabados,"Cumbayá, Quito",1.050.000,1200,5,5,3.0,2021-10-02
"Venta Casa Conjunto 4 Habitaciones San Juan, Cumbaya, Ruta Viva, Colegio Terranova","Cumbayá, Quito",270.000,267,4,3,4.0,2021-10-02
Casa en Venta de 414 m² Sector Kenedy - Norte de Quito de Oportunidad,"El Inca, Quito",197.000,414,3,2,2.0,2021-10-02
"La Armenia, a Pocos m del Parque Metropolitano. Entrega Inmediata","La Armenia, Quito",134.900,202,3,2,0.0,2021-10-02
"Casa Vip de Venta en Planos, Inchalillo, 86 m², 3 Dorm., Patio y Terraza","Los Chillos, Quito",75.000,194,3,2,2.0,2021-10-02
Inmobusiness Vende Bonita Casa en El Valle de Los Chillos,"Sangolqui, Quito",135.000,200,3,2,2.0,2021-10-02
"Venta Espectacular Casa 3 Dorm. Urbanización Exclusiva Nayón, Oportunidad","Nayón - Tanda, Quito",399.000,689,3,4,4.0,2021-10-02
Arriendo o Vende - Propiedad de Lujo - Cumbaya,"Cumbayá, Quito",2.600.000,1200,4,4,3.0,2021-10-02
Venta Casa en Calderon,"Calderón, Quito",60.000,119,3,2,1.0,2021-10-02
Amplia Casa de Venta Junto Al Mercado de San Juan,"Centro Norte, Quito",125.000,320,10,5,0.0,2021-10-02
Hermosa Casa de Venta Calderón 3 Habitaciones Cada Una con Baño Privado,"Calderón, Quito",98.876,149,3,3,2.0,2021-10-02
"Casa de Lujo en Urbanización Exclusiva Cashapamba, Sangolquí","Sangolqui, Quito",280.000,375,4,6,3.0,2021-10-02
"Venta Oportunidad Casa Independiente 3 Dorm. La Armenia, Valle de Los Chillos","La Armenia, Quito",225.000,200,3,2,0.0,2021-10-02
Venta de Hermosa Casa de 3 Habitaciones en Conjunto (Sector Mitad del Mundo),"Mitad del Mundo, Quito",89.500,136,3,2,2.0,2021-10-02
Moderna Casa de 4 Dorm. con Dormitorio Master en Pb,"Cumbayá, Quito",1.100.000,1009,4,5,7.0,2021-10-02
"Casa Rentera 5 Departamentos, 2 Locales 781 m² San Blas","Centro de Quito, Quito",220.000,1207,15,6,5.0,2021-10-02
Casa de Venta en Guapulo de Oportunidad!,"González Suárez, Quito",355.000,900,3,3,2.0,2021-10-02
"Nuevo Proyecto Residencial Tumbaco, Bilbao III","Tumbaco, Quito",99.900,135,3,2,2.0,2021-10-02
"Departamento de Venta en Cumbayá, 140 m², 2 Habitaciones","Sur de Quito, Quito",180.000,135,2,2,2.0,2021-10-02
Pusuqui Vendo Hermosa Casa de Dos Plantas Ee,"Mitad del Mundo, Quito",95.000,177,3,2,1.0,2021-10-02
"Casa en Venta, Valle de Los Chillos 595 m Terreno y 245 m Construccion,","Los Chillos, Quito",165.000,595,4,3,2.0,2021-10-02
Casa - Quito,"Quito, Pichincha",76.509,110,2,1,1.0,2021-10-02
"Cumbaya - Sector Santa Inés, Casa de 280 m² Dentro de Conjunto en Venta, de 3 Dorm.","Cumbayá, Quito",240.000,280,3,2,2.0,2021-10-02
Casa - Norte de Quito,"Norte de Quito, Quito",125.000,145,3,3,2.0,2021-10-02
"Vendo, Cumbayá, Casa con Terreno, ¡597 m² de Terreno!","Cumbayá, Quito",310.000,380,3,2,8.0,2021-10-02
"Inmobusiness Vende/ Arrienda Cómoda Casa Sector San Juan Alto, Cumbaya","Cumbayá, Quito",140.000,159,3,2,2.0,2021-10-02
Oportunidad! por Viaje Bajo de Precio Casa de Venta en San Juan Alto Cumbaya,"Cumbayá, Quito",240.000,336,3,3,3.0,2021-10-02
Casa de Venta - Vía Simón Bolivar,"Vía Simón Bolivar, Quito",75.000,115,3,2,1.0,2021-10-02
Venta de Casa Cotocollao de 191.50 m²,"Norte de Quito, Quito",120.000,191,5,3,1.0,2021-10-02
Espectacular Casa en Venta Club Los Chillos/ Rmedina,"Los Chillos, Quito",280.000,540,4,3,3.0,2021-10-02
Oportunidad Casa de Venta por Solca Sobre La Eloy Alfaro Conjunto $72.000,"Norte de Quito, Quito",72.000,110,3,2,1.0,2021-10-02
Casa de Alquiler en Cumbaya,"Cumbayá, Quito",2.500.000,1050,5,5,6.0,2021-10-02
"En Venta Hermosa Casa de 03d en San Juan Alto de Cumbaya, Sector Colegio Terranova (Mc)","Cumbayá, Quito",240.000,225,3,3,2.0,2021-10-02
Vendo Casa con Jacuzzi en Conocoto,"Conocoto, Quito",115.000,115,3,3,2.0,2021-10-02
"Se Vende de Oportunidad Acogedora Casa de 157 m², 3 Hab. Sector Mirasierra - San Rafael","San Rafael, Quito",92.990,157,3,2,1.0,2021-10-02
"Oportunidad Hermosa Casa de 3 Pisos, 4 Dorm., Linda Vista, Terraza.","El Pinar, Quito",118.000,142,4,3,1.0,2021-10-02
En El Corazón de Tumbaco de Super Oportunidad! Vendo Amplia Casa,"Tumbaco, Quito",320.000,490,4,4,5.0,2021-10-02
Hermosa Casa Estilo Español en 1 Planta,"Cumbayá, Quito",740.000,1500,3,3,4.0,2021-10-02
Vendo Casa Rentera 355 m² Sector Chillogallo,"Sur de Quito, Quito",129.000,355,3,3,2.0,2021-10-02
Se Vende Hermosa y Amplia Casa,"Carcelén, Quito",195.000,295,6,6,1.0,2021-10-02
Casa Rentera de 3 Pisos Carapungo 255.72 m²,"Carapungo, Quito",99.000,255,3baños,1estac.,0.0,2021-10-02
Casa en Venta Sector La Primavera II - Cumbaya,"Cumbayá, Quito",230.000,260,4,4,2.0,2021-10-02
Casa de Venta 4 Dorm y Estudio y Amplio Patio Valle de Los Chillos,"Conocoto, Quito",108.000,166,4,3,2.0,2021-10-02
Se Vende Casa por Estrenar en El Valle,"Los Chillos, Quito",125.000,149,3,2,0.0,2021-10-02
Espectacular Casa Vendo (Mac) - Sector Puembo,"Puembo, Quito",405.000,611,3,4,2.0,2021-10-02
Casa en Venta 4 Dorm. Sector Embajada Americana,"Norte de Quito, Quito",130.000,212,4,4,2.0,2021-10-02
"En Venta, Casa por Estrenar en Puembo","Puembo, Quito",145.000,250,3,2,2.0,2021-10-02
"Casa en Venta, Urb La Colina, Los Chillos","Los Chillos, Quito",325.000,850,4,3,3.0,2021-10-02
Casa - Cumbayá por El Colegio Alemán,"Cumbayá, Quito",320.000,600,3,3,0.0,2021-10-02
Elegante Casa. en Perfecto Estado.,"Tumbaco, Quito",770.000,1077,4,5,4.0,2021-10-02
"Carcelén - Cerca Universidad Sek, Exclusiva Casa de Venta de 169 m²","Norte de Quito, Quito",150.000,169,3,3,3.0,2021-10-02
De Venta Hermosa Casa en San Isidro 2,"Norte de Quito, Quito",450.000,410,3,3,2.0,2021-10-02
Casa en Venta Sector Conocoto Ontaneda,"Conocoto, Quito",375.000,2500,4,4,0.0,2021-10-02
"Oportunidad La Armenia, Casa 140 m² con Terraza en Atico/ Opcion 4to Dormit","La Armenia, Quito",104.900,181,4,2,2.0,2021-10-02
Vendo Casas Nuevas Marianitas de Calderón,"Calderón, Quito",81.000,150,3,2,1.0,2021-10-02
Oportunidad! $175.000 Sector La Pampa Vendo Casa Moderna Estilo Minimalista,"Mitad del Mundo, Quito",175.000,250,3,3,5.0,2021-10-02
"Casa 2 Pisos, Vip, Conjunto Piscina, Armenia","La Armenia, Quito",79.850,94,3,2,1.0,2021-10-02
Sector Einstein: Vendo Casa con Mini Suite,"Carcelén, Quito",198.000,392,5,4,2.0,2021-10-02
Venta de Casa en Tumbaco Independiente Moderna Esquinera en Conjunto,"Tumbaco, Quito",350.000,448,3,3,2.0,2021-10-02
Miravalle Hermosa Casa 5 Dorm.,"Miravalle, Quito",750.000,700,5,6,6.0,2021-10-02
La Casa de Tus Sueños en Calderón - La Finca,"Calderón, Quito",72.000,110,3,2,1.0,2021-10-02
Casa Rentera con Local Sangolqui - Nova Clinica,"Sangolqui, Quito",261.000,358,4,3,2.0,2021-10-02
Hermosa Casa Vendo (Mac) - Sector Puembo,"Puembo, Quito",365.000,543,3,4,2.0,2021-10-02
"Cumabaya, Casa de Venta","Cumbayá, Quito",140.000,145,3,2,2.0,2021-10-02
Casa en Venta Sector Carcelen 174 m 3 Dorm.,"Carcelén, Quito",70.000,174,3,2,2.0,2021-10-02
Hermosa y Espaciosa Casa en Venta Dentro de Conjunto Exclusivo,"Conocoto, Quito",90.000,120,3,2,1.0,2021-10-02
Casa Rentera de Venta en El Sur de Quito Sector (Quito Sur),"Sur de Quito, Quito",82.000,275,8,4,1.0,2021-10-02
"Casa de Venta, 4 Dorm., Amplio Jardín, Vista","Cumbayá, Quito",490.000,958,4,3,3.0,2021-10-02
"Vendo Moderna Casa Urbanización Exclusiva Cumbaya. Cine, Piscina","Cumbayá, Quito",1.400.000,1390,4,5,4.0,2021-10-02
Casas de Lujo en Conjunto con Piscina - Jacuzzi,"Calderón, Quito",141.500,189,4,2,2.0,2021-10-02
Oportunidad Vendo Casa Rentera Carapungo,"Calderón, Quito",58.000,56,0,0,0.0,2021-10-02
Hermosa Casa 170 m² San Fernando,"El Pinar, Quito",130.000,170,3,2,2.0,2021-10-02
Urbanizacion Pillagua - Casa de Venta,"Cumbayá, Quito",799.900,1027,5,4,4.0,2021-10-02
6 de Diciembre y Naciones Unidas Propiedad de Venta 1042 m² Terreno,"Centro Norte, Quito",2.500.000,460,8,9,10.0,2021-10-02
Armenia - Hermosa Casa con Área Verde,"La Armenia, Quito",310.000,526,4,5,3.0,2021-10-02
Venta de Casa Norte de Quito La Rumiñahui Amplia 426 m,"Norte de Quito, Quito",280.000,502,6,5,5.0,2021-10-02
Hermosa Casa Esquinera Valle de Los Chillos,"Conocoto, Quito",225.000,500,3,3,2.0,2021-10-02
Espectaculares Casas con Diseño Arquitectónico Diez Muller,"Cumbayá, Quito",375.000,294,3,3,2.0,2021-10-02
Casa Venta - Urb. Condado - 411 m² de Const 398 m² Terreno Financiamiento Directo,"El Condado, Quito",310.000,411,4,4,2.0,2021-10-02
Casa de Oportunidad en Carcelén / Conj. Camino de Los Eucaliptos.,"Carcelén, Quito",76.999,140,4,2,1.0,2021-10-02
"H/ Andalucía, Casa Esquinera en Venta, 280.000 Usd","Norte de Quito, Quito",280.000,350,3,4,5.0,2021-10-02
"Bajo de Precio, Casas a Estrenar Dentro de Conjunto","Conocoto, Quito",105.000,197,3,2,2.0,2021-10-02
Vendo Hermosa Casa Moderna,"Tumbaco, Quito",280.000,245,4,4,2.0,2021-10-02
Casa Ideal Para Familia Grande en El Club Los Chillos,"Sangolqui, Quito",245.000,370,3,3,4.0,2021-10-02
Vendo Cómoda Casa en Tumbaco Centro,"Tumbaco, Quito",114.000,135,3,2,2.0,2021-10-02
Casa con Piscina Sector Colegio Sek,"Norte de Quito, Quito",145.000,240,3,2,2.0,2021-10-02
Casa Rentera en Venta 4 Departamentos 10 de Agosto,"Centro Norte, Quito",159.000,460,0,0,0.0,2021-10-02
Casa en Venta. 150 m². Bajamos El Precio! Aprovecha La Oportunidad.,"Amagasí, Quito",99.000,150,3,2,1.0,2021-10-02
Bosque Hermosa Casa 4 Dorm.,"El Bosque , Quito",360.000,430,4,4,4.0,2021-10-02
Casa en Venta - Sector Colegio Americano - Carcelen,"Carcelén, Quito",115.000,196,3,2,1.0,2021-10-02
Vendo Casa con Jardin en Conjunto - Mrrm,"Cumbayá, Quito",120.000,132,3,2,1.0,2021-10-02
Casa Calderón 135.42 m² Diagonal Al Estadio Principal 3dorm,"Calderón, Quito",79.000,135,3,2,1.0,2021-10-02
Por Estrenar Casa Venta124 m² Valle de Los Chillos 100% Credito Biess,"Los Chillos, Quito",91.999,155,3,2,1.0,2021-10-02
Casa Exclusiva en Venta por Estrenar en Tumbaco,"Tumbaco, Quito",720.000,1300,3,4,6.0,2021-10-02
"San Jose del Valle, Propiedad de Lujo, 1.010 m² y 424 M²de Construcción, 4 Alcobas","Los Chillos, Quito",600.000,424,4,4,3.0,2021-10-02
Casa en Planos de Venta en Cumbaya,"Tumbaco, Quito",307.123,305,3,2,2.0,2021-10-02
Vendo Casa Rentera Sector Cotocollao,"Norte de Quito, Quito",145.000,380,8,6,3.0,2021-10-02
Casa de Una Sola Planta en Puembo,"Puembo, Quito",359.000,745,3,2,4.0,2021-10-02
Casa por Estrenar Sector Uide Simon Bolivar,"Los Chillos, Quito",125.000,200,3,2,1.0,2021-10-02
Ultimas Casas - Norte de Quito,"Norte de Quito, Quito",115.000,129,3,2,2.0,2021-10-02
Arriendo Venta Sector Plaza de Toros Amplia Casa Esquinera con Jardin,"Centro Norte, Quito",900,250,3,2,2.0,2021-10-02
Casas en Venta - Conjunto Marfelest 3,"Llano Grande, Quito",83.000,185,3,2,2.0,2021-10-02
"Puente 5, Casa, 125 m², 3 Habitaciones, 3 Baños, 1 Parqueadero","Los Chillos, Quito",95.000,125,3,2,0.0,2021-10-02
"Cumbayá, La Primavera, Casa Independiente con Extenso Jardín, Frente Al Parque","Cumbayá, Quito",305.000,450,3,2,3.0,2021-10-02
"En Venta Casa de 03d, 222 m², en Exclusivo Conjunto Lumbisi, Cumbaya","Cumbayá, Quito",225.000,266,3,3,2.0,2021-10-02
En Venta Amplia y Moderna Casa con Piscina Urb. Urabá,"Norte de Quito, Quito",249.000,401,3,3,2.0,2021-10-02
Casa en Venta 120 m² Valle de Los Chillos Sangolquí,"Sangolqui, Quito",80.000,120,3,2,1.0,2021-10-02
Hermosa Casa de Venta Semi Amoblada Conjunto Bulevar de Las Acacias Conocoto,"Conocoto, Quito",138.000,175,3,2,2.0,2021-10-02
Casa Estilo Rustico Sector Colegio Sek Espectacular,"Norte de Quito, Quito",250.000,600,4,5,3.0,2021-10-02
"Casa Amplio Jardín, Urb. Privada, Nayón, $ Mil Oportunidad","Nayón - Tanda, Quito",274.900,598,3,3,4.0,2021-10-02
"El Bosque, Hermosa Casa! Ideal Comercio o Vivienda","El Bosque , Quito",349.000,340,4,4,5.0,2021-10-02
Casa por Estrenar de Venta en La Mitad del Mundo,"Mitad del Mundo, Quito",79.600,97,3,1,1.0,2021-10-02
Vendo Casa Sector Mirasierra Moderna Valle de Los Chillos,"San Rafael, Quito",130.000,130,3,2,2.0,2021-10-02
Tumbaco Via a Collaqui Se Vende Hermosa Casa en Urbanización Cerrada,"Tumbaco, Quito",490.000,380,3,3,3.0,2021-10-02
