nombre,sector,precio,area,habitaciones,banos,parqueadero,fecha
Departamento Amoblado en La Mariana de Jesus,"Centro Norte, Quito",132.000,100,3,2,3.0,2021-10-02
"Departamento 2 Habitaciones, Vista a Quito, Bosmediano","Bellavista, Quito",180.000,110,2,2,2.0,2021-10-02
Departamento en Venta - Quito Norte Ba35,"Norte de Quito, Quito",202.500,135,3,2,2.0,2021-10-02
Dos Dorm. en La República del Salvador y Nnuu,"La Carolina, Quito",129.000,84,2,2,1.0,2021-10-02
Vendo Departamento Bosmediano,"Centro Norte, Quito",290.000,400,3,3,3.0,2021-10-02
Hermosa Suite en Venta Sector La Carolina,"La Carolina, Quito",99.900,56,1,1,1.0,2021-10-02
Departamento con Terraza - El Batán 3 Dorm.,"El Batán, Quito",149.000,2estac.,0,0,0.0,2021-10-02
Venta Penthhouse Sector El Bosque. Av Occidental y Edmundo Carvajal.,"El Bosque , Quito",285.000,410,4,3,3.0,2021-10-02
Amplio Departamento - Portugal y Eloy Alfaro.,"Norte de Quito, Quito",185.000,201,3,3,1.0,2021-10-02
Vendo Departamento Casales San Pedro,"Sur de Quito, Quito",57.900,140,2,2,1.0,2021-10-02
Hermosa Suite en La 6 de Diciembre con Gaspar de Villaroel,"Centro Norte, Quito",94.013,1,1baño,1estac.,0.0,2021-10-02
Vendo Yoo Cumbaya! Departamento 2 Dorm.,"Cumbayá, Quito",270.000,138,2,2,2.0,2021-10-02
Vendo Departamento 119 m² Norte de Quito,"El Inca, Quito",105.000,141,1baño,1estac.,0.0,2021-10-02
Moderno y Confortable Departamento,"Centro Norte, Quito",100.000,148,3,2,2.0,2021-10-02
Vendo Departamento Sector Itchimbía,"Centro de Quito, Quito",48.000,106,2,2,0.0,2021-10-02
Vendo Departamento / Centro de Quito / Av Naciones Unidas / Avalía,"Centro Norte, Quito",217.244,101,2baños,0,0.0,2021-10-02
Quito Departamento de Venta Sector Quito Tenis,"Centro Norte, Quito",335.000,216,3,3,2.0,2021-10-02
Departamentos de 2 y 3 Dorm. Cumbaya,"Cumbayá, Quito",151.875,102,3,2,2.0,2021-10-02
"Lindo Departamento de Venta, Precio de Oportunidad","La Carolina, Quito",89.000,87,3,2,1.0,2021-10-02
"Venta de Departamento, República del Salvador","Centro Norte, Quito",220.000,205,4,2,2.0,2021-10-02
"A/ Oportunidad, Departamento en Venta, Sector Jiménez de La Espada.","La Carolina, Quito",220.000,254,3,3,3.0,2021-10-02
"Vendo Espectacular Departamento en Urbanización Vista Grande, Miravalle","Miravalle, Quito",212.300,134,3,2,2.0,2021-10-02
Vendo Departamento Lomas de Monteserrín,"Monteserrín, Quito",120.000,112,2,2,2.0,2021-10-02
Vendo Bello Departamento en Sector La Carolina,"La Carolina, Quito",210.000,190,2,2,3.0,2021-10-02
Venta Suite Balcón. Cerca a La Puce. 12 de Octubre,"Centro Norte, Quito",148.825,73,1,1,1.0,2021-10-02
"*quito, Vendo Departamento con Línea Blanca Hermosa Vista","Bellavista, Quito",260.000,185,3,4,2.0,2021-10-02
Vendo Departamento en Sector La Carolina,"La Carolina, Quito",129.000,110,3,3,1.0,2021-10-02
"Se Vende Hermoso Departamento Nuevo por Estrenar, Sector El Bosque!","El Bosque , Quito",116.301,72,2,2,2.0,2021-10-02
Inmobusiness Vende Departamento Amplio Sector Gaspar de Villarroel,"Centro Norte, Quito",167.000,195,3,3,2.0,2021-10-02
Vende Amplio Departamento en Marianas Calderon,"Norte de Quito, Quito",135.000,240,3,3,1.0,2021-10-02
"La Carolina, Departamento, 113 m², 2 Habitaciones, 2.5 Baños, 1 Parqueadero","Centro Norte, Quito",125.000,113,2,2,0.0,2021-10-02
Departamento - Carcelén,"Carcelén, Quito",120.000,120,3,3,2.0,2021-10-02
Venta Departamentos Uribe,"Centro Norte, Quito",139.274,2,2baños,1estac.,0.0,2021-10-02
Departamento 2 Dorm. Sector Jipijapa,"El Inca, Quito",73.000,105,2,1,1.0,2021-10-02
Hermoso Dpto Sector Parque Metropolitano de La Armenia,"La Armenia, Quito",66.700,69,2,2,1.0,2021-10-02
Espectacular Penthouse de Venta con Vista en Quito Tenis,"Quito Tenis, Quito",395.000,752,3,3,3.0,2021-10-02
Departamento Quito Tenis,"Quito Tenis, Quito",320.000,414,4,3,2.0,2021-10-02
Cumbaya Departamentos por Estrenar $312.500,"Cumbayá, Quito",312.500,297,3,3,2.0,2021-10-02
Venta Hermosa Suite Sector La Carolina,"Centro Norte, Quito",90.000,75,1,2,1.0,2021-10-02
"Vendo República Salvador, 80 m², Piscina, Guardianía","Centro Norte, Quito",110.000,80,2,2,1.0,2021-10-02
Venta Departamento Chillogallo Dentro Conjunto Privado / Miguel Llugcha,"Sur de Quito, Quito",33.000,65,2,1,0.0,2021-10-02
"Vendo Quito Tenis Comodo Dept. 3d 2 Estacionamientos, Terraza","Quito Tenis, Quito",199.000,250,3,3,2.0,2021-10-02
"Penthouse en Venta, Iluminado, Amplio, Sector La Mariscal","Centro Norte, Quito",220.000,420,3,2,3.0,2021-10-02
Depto. 2 Habitaciones por Estrenar - en Venta - Quito Tenis - 92 m²,"Quito Tenis, Quito",145.000,116,2,2,2.0,2021-10-02
Amplio Departamento de Lujo El Bosque 378 m² + Terrazas,"El Bosque , Quito",350.000,476,4,4,4.0,2021-10-02
Lujoso Departamento de Alquiler o Venta (Sector Gonzalez Suarez),"González Suárez, Quito",520.000,240,3,4,2.0,2021-10-02
Oportunidad Departamento en Ponceano 3 D,"Centro Norte, Quito",120.000,165,3,2,1.0,2021-10-02
Renta/venta Lindos y Modernos Dptos. 2 Dorm. Vista Al Pichincha,"La Carolina, Quito",210.000,118,2,2,2.0,2021-10-02
Venta de Departamentos a Estrenar en Cumbayá,"Cumbayá, Quito",245.000,173,3,2,1.0,2021-10-02
Venta Dpto Pb - Condado del Magisterio / San Enrique de Velasco,"El Condado, Quito",61.990,110,3,2,1.0,2021-10-02
Departamento de Venta con Vista Espectacular en San Juan,"Cumbayá, Quito",250.000,229,3,2,2.0,2021-10-02
Venta Departamento 3d en Santa Lucía Norte de Quito,"Norte de Quito, Quito",120.000,110,3,2,1.0,2021-10-02
De Oportunidad! Departamento Moderno,"Cumbayá, Quito",199.000,145,2,2,2.0,2021-10-02
Departamento 3 Dorm. Sector Mall El Jardin,"Centro Norte, Quito",138.000,93,3,2,1.0,2021-10-02
Departamento – Venta - 120 Mtrs – Balcon – Excelente Ubicación - La Carolina,"La Carolina, Quito",195.000,120,2,2,1.0,2021-10-02
Vendo Departamento Sierra del Moral,"Monteserrín, Quito",350.000,258,3,4,2.0,2021-10-02
Vendo Departamento con Patio Urb. Los Mastodontes Carcelén,"Carcelén, Quito",70.000,100,2,2,1.0,2021-10-02
"Vendo Departamentos 120 m², 3Dorm. en La Real Audiencia","Ponceano, Quito",108.000,140,4,2,2.0,2021-10-02
Vendo Amplio Departamento / Sector La Paz,"Centro Norte, Quito",193.000,177,3,3,2.0,2021-10-02
"Departamento en Venta 83 Mtrs. 3 Dorm., Sobre Eloy Alfaro","Norte de Quito, Quito",89.000,83,3,2,1.0,2021-10-02
Departamento - Cumbayá,"Cumbayá, Quito",156.000,92,2,2,1.0,2021-10-02
Departamento en Venta en El Valle de Los Chillos,"Los Chillos, Quito",83.000,92,3,2,1.0,2021-10-02
Departamento de Venta Valle de Los Chillos – La Espe,"Los Chillos, Quito",67.000,93,2,2,1.0,2021-10-02
Vendo Departamento Bosmediano,"Centro Norte, Quito",260.000,490,4,4,3.0,2021-10-02
Departamento en Excelente Ubicación y Precio con Terraza,"La Carolina, Quito",78.000,82,2,1,1.0,2021-10-02
"Se Vende Hermoso Departamento Nuevo por Estrenar, Sector El Bosque!","El Bosque , Quito",154.084,102,2,2,2.0,2021-10-02
"Departamento 2 D, 2 P, Wimper","González Suárez, Quito",165.000,110,2,1,2.0,2021-10-02
"Vendo $89,000, Dpto 2 Dorm., Ulloa y Atahualpa.","Norte de Quito, Quito",89.000,102,2,2,1.0,2021-10-02
Vendo Excelente Departamento Tipo Casa Sector El Ciclista,"Centro Norte, Quito",495.000,550,4,4,6.0,2021-10-02
"Departamento de Venta Cerca Al River Mall, Sangolqui","Sangolqui, Quito",75.000,146,3,1,0.0,2021-10-02
Venta Departamento en Edificio Tierra Alta,"El Bosque , Quito",176.480,156,3,2,2.0,2021-10-02
Departamento en Venta - El Bosque - Norte,"El Bosque , Quito",160.000,132,3,2,2.0,2021-10-02
Se Vende Departamento Sector Monteserrin - Calle de Las Malvas,"Monteserrín, Quito",169.000,215,3,2,2.0,2021-10-02
"La Rumiñahui, Departamento, 80 m², 3 Habitaciones, 2 Baños, 1 Parqueadero","Norte de Quito, Quito",95.650,80,3,2,0.0,2021-10-02
Se Vende Espectacular Departamento 3 Dorm. - Edificio Iqon,"La Carolina, Quito",420.000,160,3,3,1.0,2021-10-02
Inmobusiness Vende Departamento Sector Quito Tenis,"Quito Tenis, Quito",225.000,120,2,2,2.0,2021-10-02
Departamento de 3 Dorm de Venta en Cumbaya,"Cumbayá, Quito",290.000,135,3,2,2.0,2021-10-02
Departamento de Venta Cumbaya,"Cumbayá, Quito",283.542,145,3,3,2.0,2021-10-02
Departamento - Centro Norte,"Centro Norte, Quito",95.000,80,2,2,1.0,2021-10-02
"Vendo Penthouse en La Gonzalez Suarez, 3 Dorm., Terraza, Vista","Centro Norte, Quito",370.000,192,3,3,2.0,2021-10-02
Departamento Duplex 3 Dorm. Alquiler o Venta Sector Sierra de Moral,"Monteserrín, Quito",480.000,280,3,3,2.0,2021-10-02
Vendo Departamento 3 Habitaciones,"Centro Norte, Quito",170.000,135,3,2,1.0,2021-10-02
"Departamento de Venta, Quito, Bellavista, 3 Dorm., 198 m","Bellavista, Quito",299.900,270,3,2,2.0,2021-10-02
Vendo Departamento en Sector de Bosmediano,"Centro Norte, Quito",330.000,420,4,4,2.0,2021-10-02
En Venta Departamento Amoblado de 03 Dorm. a Estrenar Sector La Carolina,"Centro Norte, Quito",240.548,132,3,3,1.0,2021-10-02
Se Vende Hermoso Departamento Edificio Atelier,"Norte de Quito, Quito",179.000,106,2,2,2.0,2021-10-02
Vendo Departamento Quito Tenis,"Centro Norte, Quito",270.000,290,3,2,2.0,2021-10-02
Departamento de Venta en Quito Tenis,"Quito Tenis, Quito",220.000,170,3,2,2.0,2021-10-02
"El Pintado, Departamento, 125 m², 3 Habitaciones, 3 Baños, Balcón","Sur de Quito, Quito",65.000,125,3,2,0.0,2021-10-02
En Venta Hermoso y Amplio Departamento en Urbanización El Condado.,"El Condado, Quito",215.000,1,3,4,2.0,2021-10-02
Excelente Oportunidad. 2 Dorm. 2 1/2 Baños Bajado El Precio/135 m² Totales,"El Bosque , Quito",130.000,135,2,2,2.0,2021-10-02
Precioso Departamento 3 Dorm. Solca,"Centro Norte, Quito",140.000,120,3,2,2.0,2021-10-02
"Tumbaco - La Morita, Escalón de Tumbaco, Departamento de Venta de 80,22 m² - (P5 - 31)","Tumbaco, Quito",140.000,90,2,2,2.0,2021-10-02
Departamento en Venta 131 m² Monteserrín,"Norte de Quito, Quito",114.900,131,2,1,1.0,2021-10-02
Venta de Departamento en Edificio Victoria,"La Carolina, Quito",250.000,120,2,2,2.0,2021-10-02
Venta Departamento Lujo Monteserrin 3 Dorm.,"Monteserrín, Quito",240.000,213,3,3,2.0,2021-10-02
Mini Departamento  - 2 Habitaciones  - El Dorado - Centro Norte de Quito,"Centro Norte, Quito",41.000,55,2,1,0.0,2021-10-02
"Precioso Proyecto - Dptos 1,2 y 3 Dorm. - Cumbayá","Cumbayá, Quito",145.000,89,1,1,2.0,2021-10-02
Hermoso Departamento - Tres Dorm. – Ubicación Estratégica,"Centro Norte, Quito",127.000,120,3,2,1.0,2021-10-02
"Solca, Departamento, 112 m², 3 Habitaciones, 2 Baños, 1 Parqueadero","Norte de Quito, Quito",144.570,112,3,2,0.0,2021-10-02
Departamento de Venta Sector Eloy Alfaro y de Los Alamos,"Centro Norte, Quito",154.000,156,3,2,1.0,2021-10-02
"Venta Departamento Terrazas del Moral, Quito Ecuador","Monteserrín, Quito",235.000,221,3,3,2.0,2021-10-02
Venta - Departamento Totalmente Remodelado 160 m²,"Norte de Quito, Quito",125.000,160,3,3,1.0,2021-10-02
En Venta Departamento Dos Dorm.,"Norte de Quito, Quito",95.000,111,2,2,2.0,2021-10-02
Departamento - El Condado,"El Condado, Quito",127.000,92,2,2,2.0,2021-10-02
Se Vende Departamento de 3 Habitaciones en La República del Salvador $,"Centro Norte, Quito",117.000,80,3,2,1.0,2021-10-02
Departamento - Centro Norte,"Centro Norte, Quito",165.000,95,2,2,1.0,2021-10-02
"En Urbanización Privada con Guardianía, Sector Monteserrín","Monteserrín, Quito",126.829,78,2,2,1.0,2021-10-02
Inmobusiness Vende Derpatamento Sector Bellavista,"Bellavista, Quito",215.000,187,3,2,1.0,2021-10-02
Lindo Departamento Armenia 2,"Los Chillos, Quito",109.900,117,2,2,1.0,2021-10-02
"Oportunidad, Venta, Departamento, #petfriendly","Norte de Quito, Quito",98.000,100,2,3,1.0,2021-10-02
Eloy Alfaro y Av 6 de Diciembre Vendo Departamento de Lujo Jv,"Bellavista, Quito",390.000,363,4,4,3.0,2021-10-02
Departamento - San Isidro - Vista Grande,"San Isidro - Vista Grande, Quito",67.000,106,3,2,1.0,2021-10-02
Venta Amplio Departamento en La Granda Centeno,"Centro Norte, Quito",165.000,213,3,3,2.0,2021-10-02
Departamento de Oportunidad en Quito,"Quito, Pichincha",142.000,100,3,2,1.0,2021-10-02
Inmobusiness Vende Departamento Sector Bellavista,"Bellavista, Quito",240.000,111,4,4,3.0,2021-10-02
Departamento a Estrenar con Jardín,"Cumbayá, Quito",149.000,142,2,2,2.0,2021-10-02
"Hermosa Suite en Venta. en La Republica del Salvador, $","Centro Norte, Quito",100.000,60,1,1,1.0,2021-10-02
Monteserrin - Departamento Duplex de Venta,"Monteserrín, Quito",90.000,119,2,1,1.0,2021-10-02
Hermoso Departamento 248 m² (Llamar Al),"Quito Tenis, Quito",240.000,250,3,4,2.0,2021-10-02
"En Conjunto Cerrado, Departamento en Venta/tumbaco","Tumbaco, Quito",160.000,126,3,2,2.0,2021-10-02
"Venta / Alquiler, El Bosque, Precioso Departamento con Balcón","El Bosque , Quito",135.000,120,2,2,1.0,2021-10-02
"Hm Ce/ Plataforma Gubernamental Departamento, de 100.35 m² Venta en Usd 161.830","Centro Norte, Quito",161.830,100,3,2,1.0,2021-10-02
"Vendo Hermoso Departamento, Linda Vista con Balcón, Sector La Carolina","Centro Norte, Quito",150.000,95,2,2,1.0,2021-10-02
Departamento - La Carolina,"La Carolina, Quito",141.889,84,2,2,1.0,2021-10-02
Espectacular Departamento en El Quiteño Libre,"González Suárez, Quito",1.100.000,470,3,3,4.0,2021-10-02
"Departamento 192 m², 3 Habitaciones, 2 Parqueos. El Batan Quito.","El Batán, Quito",185.000,192,3,3,2.0,2021-10-02
Hermoso PH Cumbayá Hermosa Vista Moderno,"Cumbayá, Quito",395.000,317,4,3,3.0,2021-10-02
Inmobusiness Vende Departamento Amplio en La Gonzalez Suarez,"González Suárez, Quito",350.000,226,3,3,3.0,2021-10-02
Departamento Duplex en Bellavista de 4 Dorm.,"Bellavista, Quito",260.000,415,4,4,3.0,2021-10-02
De Venta en Cumbayá Pent - House 2 Dorm. - Terraza,"Cumbayá, Quito",190.000,142,2,2,2.0,2021-10-02
0 9 8 1 8 8 1 0 8 4 La Concepción $165.000 Quito Cerca Unión Nacional,"Centro Norte, Quito",165.000,135,3,2,2.0,2021-10-02
Departamento Sector Solca - 3 Habitaciones,"Norte de Quito, Quito",107.000,150,3,2,2.0,2021-10-02
"República del Salvador, 150 m, 3 Dorm., $220.000","Centro Norte, Quito",220.000,186,3,3,2.0,2021-10-02
Vendo Hermoso Departamento en Ponceano Alto Cerca a Supermaxi,"Ponceano, Quito",138.000,148,3,2,0.0,2021-10-02
Espectacular Suite - en Exclusivo Proyecto en Cumbayá,"Cumbayá, Quito",122.720,92,1,1,1.0,2021-10-02
Departamento en Venta o Renta en La Av Eloy Alfaro,"Norte de Quito, Quito",118.000,71,2baños,1estac.,0.0,2021-10-02
"Sta Lucía, Dpto 3 Dormit 98 m², Conj Privado, 2 Garajes, Ascensor, Guardia, Gym","Norte de Quito, Quito",132.800,127,3,2,1.0,2021-10-02
Departamento - El Pinar,"El Pinar, Quito",27.800,26,1,1,0.0,2021-10-02
"Departamento Dúplex de Venta en Cumbayá, 4 Dorm.. Bajo de Precio","Cumbayá, Quito",255.000,177,4,3,2.0,2021-10-02
Quito Departamento Nuevo de Venta o Alquiler en La Gonzalez Suarez,"Centro Norte, Quito",650.000,266,3,3,3.0,2021-10-02
"Vendo Departamento en Cumbaya, Exclusivo","Cumbayá, Quito",175.026,124,3,3,0.0,2021-10-02
"Venta Suite a Estrenar Sector Whimper, La Carolina","Centro Norte, Quito",105.000,60,1,1,1.0,2021-10-02
Departamento a Estrenar Sector Parque Ingles,"Norte de Quito, Quito",90.000,96,3,2,1.0,2021-10-02
"Quito Tenis, Departamento, 135 m², 2 Habitaciones, 4 Baños, 2 Parqueaderos","Centro Norte, Quito",183.000,135,2,4,0.0,2021-10-02
0 9 8 7 1 0 2 0 4 9 Kb Nayón Vendo Dpto 3 Dorm Desde $186.000,"Nayón - Tanda, Quito",186.000,166,3,2,2.0,2021-10-02
Vendo Hermoso Departamento Sector Mena del Hierro por Estrenar,"El Condado, Quito",120.000,140,3,3,3.0,2021-10-02
Hermosa Casa Luminosa con Increible Vista de 3 Pisos,"Norte de Quito, Quito",150.000,0,0,0,0.0,2021-10-02
"Monteserrín, Departamento, 184 m², 4 Habitaciones,4 Baños, 2 Parqueaderos","Monteserrín, Quito",180.000,184,4,3,0.0,2021-10-02
Santa Lucía Departamento de 3 Dorm. de Venta de 97.38 m² Conjunto Privado,"Norte de Quito, Quito",88.000,117,3,2,1.0,2021-10-02
Venta Departamento 3 Dorm. Urbanizacion El Condado,"El Condado, Quito",148.000,135,3,2,2.0,2021-10-02
"En Urbanización Muy Segura con Guardianía, Sector Monteserrín","Norte de Quito, Quito",127.665,77,2,2,1.0,2021-10-02
Excelente Oportunidad. con Espectacular Vista. en La Mejor Zona de Cumbaya.,"Cumbayá, Quito",475.000,207,3,3,2.0,2021-10-02
"Departamento en Venta Santa Lucia, Cs9","Norte de Quito, Quito",85.000,90,2,2,1.0,2021-10-02
Departamento - El Condado,"El Condado, Quito",110.000,107,3,2,1.0,2021-10-02
República del Salvador Se Vendo Departamento,"Centro Norte, Quito",185.000,115,2,2,1.0,2021-10-02
"Departamento Planta Baja Jardines de Amagasi - Sector Solca, 3 Dor.","El Inca, Quito",138.000,125,3,2,1.0,2021-10-02
Se Vende Departamento Amplio en La Urbanizacion El Condado 1 Etapa,"El Condado, Quito",145.000,170,3,3,2.0,2021-10-02
"El Inca, Departamento en Venta, 3 Habitaciones, 3 Baños, 1 Parq, 113 m²","Centro Norte, Quito",125.000,113,3,3,0.0,2021-10-02
Elegante Departamento en Venta en El Norte de Quito,"Carcelén, Quito",199.000,262,1,3,2.0,2021-10-02
Vendo Elegante y Amplio Departamento en Quito Tenis,"Quito Tenis, Quito",239.000,225,3,4,2.0,2021-10-02
Vendo Departamento de Tres Dorm. Sin Muebles - La Carolina,"Centro Norte, Quito",220.000,169,3,2,2.0,2021-10-02
Viva con La Comodidad de Una Casas: Amplísimo Departamento Rodeado de Área Verde,"Centro Norte, Quito",275.000,520,3,3,2.0,2021-10-02
Vendo Excelente Departamento Bien Ubicado Sector La Carolina,"La Carolina, Quito",85.000,97,3,2,1.0,2021-10-02
Vendo Departamento Moderno y Acogedor,"Granda Centeno, Quito",114.900,87,2,2,1.0,2021-10-02
Vendo Departamento Ubicado en La Isla Floreana,"Norte de Quito, Quito",90.000,112,3,2,1.0,2021-10-02
"Departamento de Venta, Calle Anonas, Av Eloy Alfaro, Solca","Norte de Quito, Quito",97.500,156,2baños,2estac.,0.0,2021-10-02
Inmobusiness Vende Departamento Sector Quito Tenis,"Quito Tenis, Quito",240.000,328,3,2,2.0,2021-10-02
"Venta, Departamento Moderno, Sector Conocoto. Planta Baja","Conocoto, Quito",80.000,120,3,1,2.0,2021-10-02
"Departamento en Urb. Privada Las Bromelias, Sector Monteserrín","Centro Norte, Quito",189.690,112,2,2,1.0,2021-10-02
Departamento - González Suárez,"González Suárez, Quito",330.000,366,3,3,4.0,2021-10-02
Departamento por Estrenar en La Gonnessiat con Vista,"González Suárez, Quito",399.000,261,3,3,3.0,2021-10-02
Moderno Penthouse con Vista Inmejorable - González Suarez,"González Suárez, Quito",360.000,200,3,3,2.0,2021-10-02
"En Plena Ciudad, Patio - Pergola de 122 M! Mas 175 m Departamento: 3 Dorm.","Quito Tenis, Quito",200.000,297,3,3,2.0,2021-10-02
Vendo Bonito Departamento,"Centro Norte, Quito",140.000,111,2,2,2.0,2021-10-02
Se Vende Departamento Sector Monteserrin,"Monteserrín, Quito",172.000,95,2,2,1.0,2021-10-02
"Departamento 3 Habitaciones, con Patio/lumbisi","Lumbisí, Quito",189.500,214,3,2,2.0,2021-10-02
"A/ Carolina. Departamento en Venta, 3 Dorm..","Centro Norte, Quito",430.792,139,3,3,2.0,2021-10-02
"Zp, Dv, Vendo Hermoso Departamento, 3 Dorm., Sector La Carolina, Cci","La Carolina, Quito",214.000,118,3,2,1.0,2021-10-02
Cómodo Departamento de Dos Dorm. en La 6 de Diciembre,"Centro Norte, Quito",147.811,80,2,2,1.0,2021-10-02
Hermoso Departamento en Venta Sector Granda Centeno,"González Suárez, Quito",126.000,77,2,2,0.0,2021-10-02
Vendo Oportunidad Dep Colinas del Pichincha Vista Terrazas Jardin,"El Bosque , Quito",320.000,617,4,4,4.0,2021-10-02
Departamento Lujoso - Venta - 220 m² - Sierras del Moral,"Norte de Quito, Quito",320.000,220,3,3,2.0,2021-10-02
"Hermoso Departamento 2 Dorm., Portugal y Catalina Aldaz","Centro Norte, Quito",135.000,117,2,2,1.0,2021-10-02
Vendo Departamentos en Cumbaya,"Cumbayá, Quito",151.500,154,2,2,2.0,2021-10-02
"Tumbaco - La Morita, Lindo Departamento de Venta de 81,02 m² - (P3 - 11)","Tumbaco, Quito",137.000,90,2,2,2.0,2021-10-02
Vendo Departamento en Sector Hospital Metropolitano,"Centro Norte, Quito",128.000,85,2,2,2.0,2021-10-02
"Vendo por Estrenar, Muy Iluminado","Carcelén, Quito",77.000,89,3,2,1.0,2021-10-02
Vendo Departamento en Cumbaya,"Cumbayá, Quito",250.000,189,3,2,2.0,2021-10-02
Departamento Tumbaco El Arenal,"Tumbaco, Quito",73.500,80,2,2,1.0,2021-10-02
0 9 9 7 1 8 8 8 5 1 Kb Bellavista Vendo Dpto 2 Dorm $224.000,"Bellavista, Quito",224.000,152,2,2,2.0,2021-10-02
Venta de Departamento Rentero,"Bellavista, Quito",210.000,144,3,2,2.0,2021-10-02
"Zp, Dv, Sector Rumipamba! Departamento en Venta","Centro Norte, Quito",119.000,174,2,2,1.0,2021-10-02
"Quito Tenis, Venta, Departamento, 95 m², 3 Habitaciones, 2 Baños, 2 Parqueaderos","Quito Tenis, Quito",165.000,95,3,2,0.0,2021-10-02
"Hm/ Sector Bellavista, Departamento a Estrenar de 74.61 m², en Venta 139.400 Usd","Centro Norte, Quito",139.400,74,2,2,1.0,2021-10-02
A/ Sector Colón. Vendo Departamento por Estrenar en Estupenda Zona de La Ciudad.,"Centro Norte, Quito",123.000,110,2,2,1.0,2021-10-02
Se Vende Hermoso y Amplio Penthouse Ubicado en La Mejor Zona de Cumbaya,"Cumbayá, Quito",340.000,263,3,3,2.0,2021-10-02
"En Venta de Oportunidad Hermoso Dpto de 02d 139 m² Sector Bosmediano, Bella Vista Baja","Centro Norte, Quito",195.000,166,2,2,2.0,2021-10-02
A Estrenar Venta Hermoso Departamento Ponceano Alto,"Ponceano, Quito",131.000,118,3,2,1.0,2021-10-02
Vendo Departamento 2 Dorm. El Bosque 90 m²,"El Bosque , Quito",135.000,124,2,2,2.0,2021-10-02
Chimbacalle Vendo Departamento a Estrenar Pv,"Centro de Quito, Quito",67.000,87,3,1,1.0,2021-10-02
Departamento de Venta en Tumbaco,"Tumbaco, Quito",232.596,193,3,3,2.0,2021-10-02
"Vendo Espectacular Suite por Estrenar en El Corazón de Cumbayá, Proyecto Aquarela.","Cumbayá, Quito",159.000,71,1,1,1.0,2021-10-02
Me/sector Monteserrin Hermoso y Amplio Departamento en Venta!,"Centro Norte, Quito",278.000,195,3,3,2.0,2021-10-02
"Departamento de Lujo, Whiper.","Centro Norte, Quito",340.000,236,5baños,2estac.,0.0,2021-10-02
Departamento 4 Dorm. - Jardin del Valle (Monjas),"Centro de Quito, Quito",115.000,183,4,2,2.0,2021-10-02
"Venta Departamento 2 Dorm., Edificio de Lujo, La Carolina","La Carolina, Quito",179.000,150,3,3,2.0,2021-10-02
Vendo Elegante y Discreto Departamento Bellavista,"Bellavista, Quito",209.999,420,2,2,2.0,2021-10-02
Vendo Hermosa Suite La Carolina,"Centro Norte, Quito",90.000,40,1,1,1.0,2021-10-02
Hermoso Departamento con Vista,"Centro Norte, Quito",175.000,190,2,2,0.0,2021-10-02
"Vendo Lindo Departamento por Estrenar, 100 m², Sector Colegio Alberto Einstein","Carcelén, Quito",130.000,120,3,3,0.0,2021-10-02
Amplio Departamento Precio Oportunidad!,"Cumbayá, Quito",110.000,138,3,2,1.0,2021-10-02
"Monteserrin, de Lujo!","Centro Norte, Quito",130.000,83,2,2,1.0,2021-10-02
"Se Vende Departamento, 2 Dorm, Av Gonzalez Suarez, Ed. Yoo Quito","Centro Norte, Quito",410.590,168,2,2,2.0,2021-10-02
Miravalle Duplex con Amplia Terraza,"Cumbayá, Quito",600.000,1092,3,3,2.0,2021-10-02
Departamento - Cumbayá,"Cumbayá, Quito",199.000,136,2,2,2.0,2021-10-02
Venta Lindo Dpto. 3 Dorm. - Norte de Quito,"Norte de Quito, Quito",63.000,97,3,2,1.0,2021-10-02
"San Fernando, Departamento en Venta, 3 Habitaciones, 74.54 m²","Norte de Quito, Quito",80.000,74,3,2,0.0,2021-10-02
"Departamento en Pusuqui, Urb. de Los Arquitectos de 70 m²","El Condado, Quito",45.000,72,2,1,1.0,2021-10-02
"Republica del Salvador Departamento en Venta 2 Dorm. Piscina, Gym","Centro Norte, Quito",107.000,60,2,2,1.0,2021-10-02
"Mariana de Jesús, Departamento en Venta, 3 Habitaciones, 189 m²","Centro Norte, Quito",140.000,189,3,2,0.0,2021-10-02
Se Vende Departamento Amplio Sector Condor Ñan,"Quitumbe, Quito",65.000,93,3,2,0.0,2021-10-02
Departamentoen Venta - Norte de Quito Ba5,"Norte de Quito, Quito",240.000,186,3,3,2.0,2021-10-02
"González Suarez Departamento 3 Dorm., 4 Baños, 162 m², 2 Parqueaderos, Bodega.","González Suárez, Quito",199.000,162,4,3,2.0,2021-10-02
Departamento de Venta en La 6 de Diciembre y Portugal,"Centro Norte, Quito",155.000,105,2,2,2.0,2021-10-02
Hermoso Departamento de Venta o Renta La Recoleta,"Bellavista, Quito",160.000,110,2,2,1.0,2021-10-02
"Vendo Departamento de 2 Habitaciones por Estrenar, Sector La Carolina","La Carolina, Quito",197.161,93,2,2,1.0,2021-10-02
Venta Oportunidad Departamento 2 Dorm.,"El Pinar, Quito",57.900,68,2,2,0.0,2021-10-02
Venta Departamento 2 Dorm. con Balcon en El Batan,"El Batán, Quito",139.511,98,2,2,1.0,2021-10-02
Suite de Venta Quito Tenis,"Quito Tenis, Quito",110.000,65,1,1,1.0,2021-10-02
Departamento de Venta Av Atahualpa 300 m por Remodelar $195.000,"Centro Norte, Quito",195.000,300,3,3,2.0,2021-10-02
