"id","nombre","precio","sector","area","tipoVivienda","tipoOperacion","descripcion","localizacion"
"2256","Terreno en venta en Guayllabamba","$ 378.000
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","","","","Código Goldman: V6754 / Goldman

Sector: Guayllabamba

Terreno

Datos del Lote:

Metros de terreno: 5664 m2
Frente total: 293,40 m2

Regulaciones

Zonificación:

Zona: A6 (A25002-1,5)
Lote minimo: 25000 m2
Frente minimo: 100 m
Cos total: 3 %
Cos planta baja: 1,5 %
Forma de ocupación de suelo: Aislada (A)
Uso de suelo: (RN/PS) Recursos naturales / Producción sostenible

Pisos:

Altura: 8 m
Nº de pisos: 2 pisos

Retiros:

Frontal: 5 m
Lateral: 5 m
Posterior: 5 m
Entre bloques: 6 m

Clasificación del suelo: Suelo Urbano

Factibilidad de servicios básicos

Cerramiento

Terreno Plano

Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a

Agente: Goldman","Pichincha, Quito, Guayllabamba"
"2257","Terreno en venta en El Quinche","$ 10.920
                        ","El Quinche, El Quinche, Quito, Pichincha ","","","","Código Goldman: V6252 / Lisbeth Chuquimarca

Sector: El Quinche

Terreno

Datos del Lote:

Área según escritura: 300 m2
Frente total: 99,93 m

Regulaciones

Zonificación:

Zona: A7(A5000-1)
Lote minimo: 5000 m2
Frente minimo: 125 m2
Cos total: 2 %
Cos planta baja: 1 %
Forma de ocupación de suelo: (a) Aislada
Uso de suelo:  Recursos Naturales

Pisos:

Altura: 8 m
Pisos: 2

Retiros:

Frontal: 5 m
Lateral: 5 m
Posterior: 5 m
Entre bloques: 6 m

Clasificación del suelo: Suelo Rural

Factibilidad de servicios básicos: NO

Observaciones:

Terreno plano: NO
Cerramiento: NO

Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a

Agente: Lisbeth Chuquimarca

Número: 099290---- / 099100----","Pichincha, Quito, El Quinche"
"2258","Terreno en venta en Quito","$ 400.000
                        ","Quito, Quito, Quito, Pichincha ","","","","Código Goldman: V6417 / Henysmar Garcia
        
Sector: El Condado
Terreno
Datos del Lote:
Área según escritura: 1124 m2Área grafica: 1123,98 m2Frente total: 72,57 m
Regulaciones
Zonificación:
Zona: A8(A603-35)Lote minimo: 600 m2Frente minimo: 15 m2Cos total: 105 %Cos planta baja: 35 %Forma de ocupación de suelo: A (Aislado)Uso de suelo:  RU1 (Residencial Urbano 1)
Pisos:
Altura: 12 mPisos: 3
Retiros:
Frontal: 5 mLateral: 3 mPosterior: 3 mEntre bloques: 6 m
Clasificación del suelo: Suelo urbano
Factibilidad de servicios básicos: SITerreno Plano: SICerramiento: SI
Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a
Agente: Henysmar Garcia","Pichincha, Quito, Quito"
"2259","Terreno en venta en Distrito Metropolitano de Quito","$ 245.500
                        ","Distrito Metropolitano de Quito, Pichincha ","","","","¿Eres empresario, inversionista o emprendedor, deseas adquirir un terreno espectacular en el mejor sector de Nayon ? 
Dispongo de una opción única! 

Invierte en bienes raíces, es el mejor momento para hacerlo. 

Ubicado en una zona estratégica residencial. (A 800 metros del Rancho San Francisco) 
Área total de 1243.50 m2 
Precio actual $ 298.440 NEGOCIABLE !!!! 
Precio / m2 $ 240.00 
Ideal para proyectos residenciales (farmacias, supermercados, centros comerciales, unidades educativas, puntos de distribución y acopio, centros médicos, etc.) 

ZONIFICACIÓN 
Zona: A2 (A1002-35) 
Lote mínimo: 1000 m2 
Frente mínimo: 20 m 
COS total: 70 % 
COS en planta baja: 35 % 
PISOS 
Altura: 8 m 
Número de pisos: 2 

RETIROS 
Frontal: 5 m 
Lateral: 3 m 
Posterior: 3 m 
Entre bloques: 6 m 
Forma de ocupación del suelo: (A) Aislada 
Clasificación del suelo: (SU) Suelo Urbano 
Uso de suelo: (RU1) Residencial Urbano 1 
Factibilidad de servicios básicos: SI","Pichincha, Distrito Metropolitano de Quito"
"2260","Terreno en venta en La Merced","$ 980.000
                        ","La Merced, La Merced, Quito, Pichincha ","","","","Código Goldman: V6551 / Valeria Meza            
        
Sector: La Merced
Estimado Cliente:
Para comunicarnos de manera inmediata, por favor incluir su número de teléfono al hacer contacto en esta publicación.
Características del inmueble:
1.- Metraje del Inmueble
Metros Habitables: 376,63 m2Metros de terreno: 12.500 m2Año Construcción: 2005
2.- Datos Generales del Inmueble
Vista frontal, posterior y lateralPiso de madera y piedra
3.- Amoblado / Mascotas
Amoblado NOMascotas: SI
4.- Área Social
1 baño completoBaño social (10)
5.- Área Íntima
1 habitación
6.- Parqueadero / Bodega
Parqueadero: SI30 parqueaderos&nbsp; descubiertosBodega: SI
7.- Servicios Generales /
Cocina eléctricaDucha eléctricaMedidor de luz independienteAguas termales 37º
Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a
Agente: Valeria Meza
Matriz: Naciones Unidas y Nuñez de Vela, Edificio Metropolitan, Piso 10, Oficina 1011
Sucursal: Calle Polonia y calle Vancouver Edificio Clifford, PB, Local 2","Pichincha, Quito, La Merced"
"2261","Terreno en venta en Nayón","$ 883.000
                        ","Nayón, Nayón, Quito, Pichincha ","4.700 m²","Terreno","Venta","TERRENO EN VENTA

EN EL MEJOR SECTOR  DEL NORTE DE QUITO - NAYON
CERRAMIENTO COMPLETO
4700 MTS DE TERRENO
CASA DE 90 MTS
IDEAL PARA ADIESTRAMIENTO CANINO,  ACTIVIDADES AL AIRE LIBRE","Pedro Brünning, Quito, Ecuador"
"2262","Terreno en venta en Guayllabamba","$ 158.384
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","4.168 m²","Terreno","Venta","12183 Hermoso terreno  plano ubicado en sector estratégico del centro y comercio dé checa , municipio de buen clima, aire puro y a tan solo una hora de Quito Adriana Bello G.","Pichincha, Quito, Guayllabamba"
"2263","Terreno en venta en Nayón","$ 852.380
                        ","Nayón, Nayón, Quito, Pichincha ","","","","Espectacular terreno plano, 3.700m2, ideal constructores, Sector Tanda.  
Sector de alta plusvalía y clima privilegiado. 
El terreno se encuentra ubicado en una zona residencial, ideal para proyectos de vivienda ya que inclusive cuenta con la calle interna para proyecto de casas,  espectacular vista, cerramiento con cerca eléctrica, luz, agua y alcantarillado.Se encuentra ubicado a pocos minutos del Rancho San Francisco. 
Descripción: COS total: 35 %  COS en planta baja: 70 %  Número de pisos: 2 RETIROS  Frontal: 5 m  Lateral: 3 m  Posterior: 3 m  Entre bloques: 6 m  Forma de ocupación del suelo: (A) Aislada  Clasificación del suelo: (SU) Suelo Urbano  Uso de suelo: (RU2) Residencial urbano 2. #Tanda, #Nayón #Cumbayá, #Terrenotanda #Terrenonayon #Plazadelrancho #RanchoSanFrancisco #Interoceánica #Granados,#TúnelGuayasamín  #bienesraíces #VendoTerreno #Terrenoenventa #ProyectoInmobiliario #Proyectodecasas #CasasTanda #CasasNayón #Inmomemories","Pichincha, Quito, Nayón"
"2264","Terreno en venta en Nayón","$ 915.900
                        ","Nayón, Nayón, Quito, Pichincha ","","","","Venta Terreno de 5.325,00 m2 Ubicado en la mejor zona de Nayón. Precio $175 cada metro 
Actualmente la propiedad cuenta con una casa de 500m2 de construcción, de 23 años de antiguedad, la misma que puede ser remodelada, de acuerdo al uso que se le desee otorgar a la propiedad, adicionalmente cuenta con piscina interna. 
Informes: 098743----. 
Adicionalmente se puede aceptar un departamento en Cumbayá como parte de pago. 
--------------------------------------------------------------- 
Cuenta con todos los servicios básicos 
Características: 
Frente Total: 43.46m2 
Cos en planta baja: 35% 
Cos Total: 70% 
Altura: 8m 
Número de pisos: 2 

RETIROS 
Frontal: 5 m 
Lateral: 3 m 
Posterior: 3 m 
Entre bloques: 6 m 
Forma de ocupación del suelo: (A) Aislada 
Clasificación del suelo: (SU) Suelo Urbano 
Uso de suelo: (RU1) Residencial urbano 1. 
-------------------------------------------------- 

#Nayón, #Tanda #ManuelaSáenz #TerrenoNayón ##Terrenosnayón #Avenidadelosgranados #bienesraices #TerrenoProyecto #TerrenoConstructores #Inmomemories","Pichincha, Quito, Nayón"
"2265","Terreno en venta en Llano Chico","$ 430.000
                        ","Llano Chico, Llano Chico, Quito, Pichincha ","43.000 m²","Terreno","Venta","Hermosa quinta de topografía plana, ubicada en Malchingui, sector San Juan; la propiedad dispone de una casa principal de una planta, 2 invernaderos, sembríos de maíz y legumbres, frutales como: hijos, limón, mandarina, chamburo y árboles ornamentales, el valor por metro cuadrado es de $12 - Comedor- Cocina- Jardín- Patio- Hall- Vigilancia- Agua corriente- Gas natural- Internet- Cuarto de lavado- Kiosko- Cuarto de lavado- Sala- Sala comedor- Cable","Pichincha, Quito, Llano Chico"
"2266","Terreno en venta en Tumbaco","$ 205
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","630 m²","Terreno","Venta","Urbanización privada en Tumbaco. Sector Buena esperanza. Cerca de Hilacril. 

✅. 20 Lotes de 630, 690, 940 y 1.200 m2 
✅. Instalaciones soterradas
✅. Todos los servicios 

#lotes #lotesenventa #inversion #inversioninmobiliaria #tumbacocumbayá #tumbaco #tumbacocity #tumbacoecuador #venta #luxurylifestyle 

Información:  098730----","Pichincha, Quito, Tumbaco"
"2267","Terreno en venta en Quito","$ 480.000
                        ","Quito, Quito, Quito, Pichincha ","795 m²","Terreno","Venta","* Ubicado dentro de una urbanizacion privada.
* Cerca a la Academia Cotopaxi.
* Con cerramiento. 
* Servicios basicos.
* 20 metros de frente.
* Linea de fabrica para 4 pisos.
* Guardiania.
* Para mas informacion llamar al 098419----.","Monteserrin, Quito, Ecuador"
"2268","Terreno en venta en Quito","$ 345.000
                        ","Quito, Quito, Quito, Pichincha ","540 m²","Terreno","Venta","Lote de terreno residencial urbano dentro de urbanización privada con 65,51 metros de frente 
Cuenta con los servicios básicos disponibles. 
Cerramiento a la calle y puerta de ingreso a urbanización y externo.
Características interiores: 
Características extertiores: 
Características de la comunidad:","Pichincha, Quito, Quito"
"2269","Terreno en venta en Nayón","$ 335.000
                        ","Nayón, Nayón, Quito, Pichincha ","1.219 m²","Terreno","Venta","hermoso terreno en Nayon   
con hermosa vista 
$275 dolares el metro cuadrado","Nayón, Quito, Ecuador"
"2270","Terreno en venta en Tumbaco","$ 407.000
                        ","Tumbaco, Tumbaco, Quito, Pichincha ","","","","Venta hermoso terreno dentro Conjunto privado  en la Urbanización ""La Viña""            
        
Son 1.100 mq., planos, esquineros. 

Guardianía 24h, a lado del sendero del Chaquiñan. 
Lugar exclusivo para tener la casa de tus sueños ","Pichincha, Quito, Tumbaco"
"2271","Terreno en venta en Nayón","$ 189.000
                        ","Nayón, Nayón, Quito, Pichincha ","602 m²","Terreno","Venta","Venta terreno 602m2 - Alta Vista de Nayón. Dentro de Urbanización

19m x 31m

Cos en PB de 50% y Cos total 100%

Precio: $189.000","Pichincha, Quito, Nayón"
"2272","Terreno en venta en Conocoto","$ 331.500
                        ","Conocoto, Conocoto, Quito, Pichincha ","","","","Espectacular terreno de venta en Puembo, diagonal a la entrada de Pakakuna, la mejor ubicación de Checa.
            
        


Increíble terreno ubicado en la mejor zona de Checa. Ideal para inversión, para quinta.   Gran plusvalía en el futuro.
Todos los servicios, lote totalmente plano.
El terreno tiene tres frentes, es esquinero y tiene un área de 5225 m2
Precio por m2 es de $60 el m2.
5525 m2
$331.500","Pichincha, Quito, Conocoto"
"2273","Terreno en venta en Quito","$ 300.000
                        ","Quito, Quito, Quito, Pichincha ","720 m²","Terreno","Venta","DIRECTO, ECXELENTE TERRENO EN EL SUR, SECTOR MERCADO MAYORISTA / REGISTRO CIVIL, INTERSECCIÓN DE 2 VÍAS PRINCIPALES A 500 METROS DEL QUICENTRO SUR.

720 m2, DE TERRENO
231 m2, DE CONSTRUCCIÓN
24M DE FRENTE
IRM 8 PISOS SOBRE LA LINEA DE FABRICA
COS TOTAL 560%
COS PB 70%
PRECIO $ 300.000

""CONTACTO : 
MARCELO PONCE - 099 - 876 - ----""","Av. Tnte. Hugo Ortiz 049, Quito 170131, Ecuador"
"2274","Terreno en venta en Quito","$ 42.500
                        ","Quito, Quito, Quito, Pichincha ","","","","VENTA TERRENO 180 METROS SECTOR QUITUMBE
        A 3 minutos del Terminal Quitumbe, vendo lindo terreno, totalmente plano, ideal para construir tu casa propia. 
180m2,  10 metros de frente.
Cercano a transporte público, unidades educativas, retén policial, parques, centro de salud.
Todos los servicios básicos.
Totalmente saneado, sin ningún gravamen, escrituras independientes. 
Precio $42.500 Fijo
Asesora: CBR Cruz MontesLic. Prof. No. 1151-P","Pichincha, Quito, Quito"
"2275","Terreno en venta en Conocoto","$ 449.000
                        ","Conocoto, Conocoto, Quito, Pichincha ","8.400 m²","Terreno","Venta","VenDo TerreNo en Conocoto Infa de 8400 m2

Terreno ideal para constructores
Ubicado en zona de alto crecimiento
Cos total 240 %
Cos planta baja 80 %
Altura 12 metros, 3 pisos
Factibilidad de servicios básicos
Uso de suelo Residencial urbano 2
Conocoto sector INFA
Ubicación excelente, facilidad de transporte
Precio negociable","Conocoto, Quito, Ecuador"
"2276","Terreno en venta en Quito","$ 575.000
                        ","Quito, Quito, Quito, Pichincha ","","","","Código Goldman: V10311 / Lucia Delgado            
        
Sector: Quitumbe / Santo Tomas
Terreno
Datos del Lote:
Área según escritura: 2299,81 m2Frente total: 141,20 m
Regulaciones
Zonificación:
Zona: D3 (D203-80)Lote minimo: 200 m2Frente minimo: 15 mCos total: 200 %Cos planta baja: 80 %Forma de ocupación de suelo: D (Sobre linea de fabrica)Uso de suelo:  RU3 Residencial Urbano 3
Pisos:
Altura: 12 mNº de pisos: 3 pisos
Retiros:
Frontal: 0 mLateral: 0 mPosterior: 3 mEntre bloques: 6 m
Clasificación del suelo: Suelo Urbano
Factibilidad de servicios básicos
Cerramiento: SITerreno Plano: SIEsquinero
Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a
Agente: Lucia Delgado
HS-D70-G60-S50 %
Matriz: Naciones Unidas y Nuñez de Vela, Edificio Metropolitan, Piso 10, Oficina 1011
Sucursal: Polonia y Vancouver Sector El Jardín Edificio Clifford 3 Local 2
Sucursal: República de El Salvador y Naciones Unidas Edificio Metroplaza Oficina 210","Pichincha, Quito, Quito"
"2277","Terreno en venta en Quito","$ 85.000
                        ","Quito, Quito, Quito, Pichincha ","500 m²","Terreno","Venta","DOMUS vende terreno bien ubicado en la urbanización Santa Lucía, cerca de Unidad Educativa Julio Verne, Academia Internacional de Tenis 
Terreno en forma de triángulo con cerramiento 
Totalmente urbanizado con documentos en regla listo para la venta 
Terreno de 500,98 m2 según la escritura 
Frente Total: 24.59 m","De los Nopales, Quito, Ecuador"
"2278","Terreno en venta en Yaruquí","$ 210.000
                        ","Yaruquí, Yaruquí, Quito, Pichincha ","","","","Excelente terreno en venta Yaruqui, sector Oton de Vélez, fácil acceso
Vendo terreno de 8403 m2. Totalmente plano, en zona de rapido crecimiento.
Ideal para agricultura o casa de campo.
Cuenta con agua de riego.
Cerca hay luz y agua potable.
Proyectada nueva via, que mejorara el acceso al terreno.
Esta a 5 km de la E-35, por buen camino pavimentado y empedrado.
Precio: $ 210000 se escuchan ofertas
Información 099668----","Pichincha, Quito, Yaruquí"
"2279","Terreno en venta en San Antonio","$ 40.000
                        ","San Antonio, San Antonio, Quito, Pichincha ","","","","Código Goldman: V101147 / Mariliener Sánchez            
        
Sector: San Antonio de Pichincha
Datos del Lote:
Área según escritura: 300 m2Frente total: 15 m2
Regulaciones
Zonificación:
Zona: H7 (A6024-25)Lote mínimo 600 m2Frente minimo: 15 mCos total: 50 %Cos planta baja: 25 %Forma de ocupación de suelo: Áreas HistóricasUso de suelo: Multiple: ARR (Agricola Residencial Rural)
Pisos:
Altura: 8 mNúmero de pisos: 2 pisos
Retiros:
Frontal: 5 mLateral: 3 mPosterior: 3 mEntre bloques: 6
Clasificación del suelo: Suelo Rural
Factibilidad de servicios básicos: SI
Para una visita guiada, por favor comunicarse directo con el/la agente encargado/a
Agente: Mariliener Sánchez
HS-D70-G60-S50 %
Matriz: Naciones Unidas y Nuñez de Vela, Edificio Metropolitan, Piso 10, Oficina 1011
Sucursal: Polonia y Vancouver Sector El Jardín Edificio Clifford 3 Local 2
Sucursal: República de El Salvador y Naciones Unidas Edificio Metroplaza Oficina 210","Pichincha, Quito, San Antonio"
"2280","Terreno en venta en Yaruquí","$ 60.000
                        ","Yaruquí, Yaruquí, Quito, Pichincha ","","","","Código Goldman: V10485 / Yolanda Perez            
        
Sector: Yaruqui
Datos del lote:
Área según escritura: 917,95 m2Frente: 71,22 m2
Regulaciones
Zonificación:
Zona: A6 (A250002.1.5)Lote mínimo: 25000 m2Frente mínimo: 10 mCos total: 3 %Cos planta baja: 1.5 %Forma de ocupación de suelo: AisladaUso de suelo: Recurso natural / Reducción agricola
pisos:
Altura: 8 mNumero de pisos: 2 pisos
retiros:
Frontales: 5 mlaterales: 5 mPosterior: 5 mEntre bloques: 6 m
Clasificación del suelo: residencial rural
Factibilidad de servicios básicos
Terreno plano
Cerramiento
Para una visita guiada, por favor comuníquese directamente con el/la agente encargado/a
Agente: Yolanda Perez
HS-D70-G60-S50 %
Matriz: Naciones Unidas y Nuñez de Vela, Edificio Metropolitano, Piso 10, Oficina 1011
Sucursal: Polonia y Vancouver Sector El Jardín Edificio Clifford 3 Local 2
Sucursal: República de El Salvador y Naciones Unidas Edificio Metroplaza Oficina 210","Pichincha, Quito, Yaruquí"
"2281","Terreno en venta en Guayllabamba","$ 200.000
                        ","Guayllabamba, Guayllabamba, Quito, Pichincha ","4.000 m²","Terreno","Venta","R1

📌VENTA TERRENO GUAYLLABAMBA📌

Terreno  en zona agrícola productiva. Central San Lorenzo de Guayllabamba.

📏4000 metros

Terreno cercado
Sin deuda
Con bodegas y pequeñas edificaciones
Ingreso pavimentado
Listo para coneccion  de alcantarillado

Valor $50 por Metro cuadrado. 
Total  $200000
Terreno saneado todo

📲📲 0 9 9 6 6 8 5 5----  / 099636----","Guayllabamba, Quito, Ecuador"
"2282","Terreno en venta en Quito","$ 292.800
                        ","Quito, Quito, Quito, Pichincha ","1.700 m²","Terreno","Venta","TERRENO EN VENTA

Sector de la Cristianía2
Rezonificado a Uso Urbano 
Rezonificado Residencial
Uso de suelo: Residual Urbano 1
 
Superficie 1.700 m²
Frente 50 m
Terreno regular en pendiente negativa
Lindero posterior con quebrada rellena

Habilitado para construir sobre Línea de Fábrica
Lote mínimo 300 m²
Frente mínimo: 10 m
Pisos: 3
COS en PB 80%
COS total 240%

Cuando el predio tenga una asignación en el PUGS o Plan Parcial que genere mayor aprovechamiento que el PUOS o normativa complementaria vigente, la diferencia estará sujeta al pago de Concesión Onerosa de Derechos, si el usuario desea hacer uso de ella.","Calle N69, Quito, ECU"
"2283","Terreno en venta en Quito","$ 990.000
                        ","Quito, Quito, Quito, Pichincha ","1.300 m²","Terreno","Venta","Terreno de venta en el batán. Centro norte de quito. Ideal para constructores

ZONIFICACIÓN
- Zona: A19 (A606-50)
- Lote mínimo: 600 m2
- Frente mínimo: 15 m
- COS total: 300 %
- COS en planta baja: 50 %

PISOS
- Altura: 24 m
- Número de pisos: 6

RETIROS
- Frontal: 5 m
- Lateral: 3 m
- Posterior: 3 m
- Entre bloques: 6 m
- Forma de ocupación del suelo: (A) Aislada
- Clasificación del suelo: (SU) Suelo Urbano
- Uso de suelo: (RU3) Residencial Urbano 3
- Factibilidad de servicios básicos: SI

Precio $ 990.000","Pichincha, Quito, Quito"
"2284","Terreno en venta en Calderón","$ 235.000
                        ","Calderón, Calderón, Quito, Pichincha ","2.704 m²","Terreno","Venta","Ubicado en un sector privilegiado, cerca de instituciones educativas, comercio.

- Facilidad transporte publico
- Calle pavimentada
- COS total: 105 %
- COS en planta baja: 35 %

PISOS
- Altura: 12 m
- Número de pisos: 3

RETIROS
- Frontal: 5 m
- Lateral: 3 m
- Posterior: 3 m
- Entre bloques: 6 m

Forma de ocupación del suelo: (A) Aislante
Clasificación del suelo: (SU) Suelo Urbano
Uso de suelo: (RU2) Residencial Urbano 2
Factibilidad de servicios básicos: SI

Si deseas conocer más sobre esta propiedad contáctame
Ing. Sheyla Cabrera
Profesional Inmobiliaria
099770----","Pichincha, Quito, Calderón"
"2285","Terreno en venta en Quito","$ 750.000
                        ","Quito, Quito, Quito, Pichincha ","3.014 m²","Terreno","Venta","Vendo terreno en Nayon 3.014 M2, Urbanización Valle Colores, 
Hermoso terreno perfecto para desarrollo de un proyecto inmobiliario.
Con linda vista panorámica a los valles.
Con caminos ecológicos, parques y senderos.
Dispone de todos los servicios básicos y alcantarillado. 
Vías de acceso asfaltadas. 
Cerca del Centro Comercial Rancho San Francisco.
Con todas las seguridades de una urbanización.
Con buena vecindad.
Clima cálido y agradable.
COS en planta baja: 35%.
COS total: 70%.
Numero de pisos: 2. - Jardín- Patio- Vigilancia","RHR6+W9P, Quito 170170, Ecuador"
"2286","Terreno en venta en Sangolqui","$ 110.000
                        ","Sangolqui, Sangolqui, Rumiñahui, Pichincha ","2.091 m²","Terreno","Venta","Vendo terreno en La Cocha, La Merced.

Área: 2091 m2
En vía principal

Valor: $110000","Pichincha, Rumiñahui, Sangolqui"
"2287","Terreno en venta en Pintag","$ 3.500.000
                        ","Pintag, Pichincha ","5.000.000 m²","Terreno","Venta","Hacienda, hostería 597 Hectáreas en Venta, Parroquia de Pintag, Sector de Antisanilla,j junto a la Reserva Ecológica Antisana, 
Ubicada en una zona de mucho futuro turístico.
La propiedad esta rodeada por dos reservas naturales.
Camino de acceso a la propiedad de segundo orden asfaltado.
La Hacienda consta de 2 lotes grandes, con sus respectivas escrituras.
Vertiente de agua.
Área de hotel 600m2, restaurante 600m2, 3 cabañas. Un embalse de agua para truchas de 1.000 m3.
Energía eléctrica publica.  
  - Comedor- Cocina- Hall- Vigilancia- Parrilla- Agua corriente- Salón de eventos- Cuarto de servicio- Sala- Sala comedor","Pintag, Ecuador"
"2288","Terreno en venta en Pifo","$ 112.000
                        ","Pifo, Pifo, Quito, Pichincha ","","","","TERRENO EN VENTA EN PIFO SECTOR CHAUPI MOLINO
EN EL TERRENO SE ENCUENTRA UNA CASA DE 80M2 
TODOS LOS SERVICIOS
VIAS ASFALTADAS
SECTOR CON CRECIMIENTO URBANISTICO RESIDENCIAL
A 200M2 DE LA VIA AL AEROPUERTO
USO DE SUELO:MULTIPLE
FRENTE:25 M
ALTURA: 8M
COS PB: 50%
COS TOTAL: 100%
SIN AFECTACIONES","Pichincha, Quito, Pifo"
"2289","Terreno en venta en Cumbaya","$ 450
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","2.480 m²","Terreno","Venta","🍀 * Terreno en venta* 🍀

Sector: Santa Lucía. Cumbayá

2480m2
COS TOTAL 105%
COS PB 35%
3 PISOS
USO DE SUELO: RU1
*Precio: $450 el m2*","Pichincha, Quito, Cumbaya"
"2290","Terreno en venta en Calderón","$ 233.000
                        ","Calderón, Calderón, Quito, Pichincha ","","","","Muy buen terreno de venta ubicado dentro de Urbanización cerca al Parque de Puembo.   La mejor zona de Puembo.
Seguridad las 24 horas, Canchas de fútbol comunales, área de Porch comunal con BBQ, Piscina descubierta, juegos infantiles.
El terreno es plano, excelente ubicación dentro de la Urbanización.
Terreno Bifamiliar.
1060 m2
$140 de condominio
$233.0000","Pichincha, Quito, Calderón"
"2291","Terreno en venta en Quito","$ 65.000
                        ","Quito, Quito, Quito, Pichincha ","500 m²","Terreno","Venta","Terreno urbanizado, con casita 
Sobre la calle De Los Nopales 
Transporte publico, colegios.         
Muro de piedra en lindero  posterior
Listo para construir
Documentos en regla
Asesora inmobiliaria
Ing. Mercedes Mena
098406----","Los Nogales, De los Nogales, San Isidro, Quito, Ecuador"
"2292","Terreno en venta en Cumbaya","$ 486.000
                        ","Cumbaya, Cumbaya, Quito, Pichincha ","","","","UNO DE LOS MEJORES LOTES DE LA URBANIZACION LA QUINTA 
MIL DOSCIENTOS QUINCE METROS CUADRADOS
LA MEJOR VISTA DE LA URBANIZACION 
LOTE ESQUINERO 
TOTALMENTE PLANO 
VALOR:  $486 000 NEGOCIABLES 

Informes: 098484---- - 099256----","Pichincha, Quito, Cumbaya"
"2293","Terreno en venta en Calderón","$ 56.000
                        ","Calderón, Calderón, Quito, Pichincha ","","","","Terreno ubicado en el sector de Carcelén, La Delicia, Pusuqui chico bajo, frente a Urabá II. 
Área según escritura: 390m2. 
Área gráfica: 389,72m2. 
Frente total: 39,50m2. 
Número de pisos: 3 
COS TOTAL: 210%. 
COS PLANTA BAJA: 70%. 
Tipo de suelo: Urbano Residencial. 
Retiros: 
Frontal: 5m2. 
Lateral: 0. 
Posterior: 3 m2. 
Terreno ubicado en el Norte de la Ciudad, Zona de crecimiento, fácil acceso, cercano a unidades educativas, a pocos minutos del intercambiador de Carcelén. 
Escrituras como cuerpo cierto. 
Facilidad de transporte público y accesos. 
Libre de gravámenes. 
Precio de oportunidad NO negociable.","Javier Espinosa, Quito, Ecuador"
"2294","Terreno en venta en Pomasqui","$ 115.000
                        ","Pomasqui, Pomasqui, Quito, Pichincha ","","","","Inmueble-4125 I3 vende terreno de 1064 m2 dentro de urbanización sector Pomasqui, cuenta con hermosa vista, acceso a dos calles principales, excelente clima, se encuentra ubicado en zona residencial de exponencial crecimiento.Tipo de suelo residencial urbano 1 con coeficiente de ocupación del suelo en planta baja del 35% y total de 105% con posibilidad de lotización en terrenos de 600m2 y construcción de inmuebles de 12 m de altura repartidos en 3 pisos. Cuenta con factibilidad de servicios básicos.","Pichincha, Quito, Pomasqui"
"2295","Terreno en venta en Puembo","$ 211.000
                        ","Puembo, Puembo, Quito, Pichincha ","","","","Inmueble-COM-368 'Amplio terreno en urbanización en Puembo. Cuenta con seguridad 24h, parque infantil, áreas verdes, salón comunal. Su ubicacuón es ideal ya que estas a 2 minutos del parque de puembo y de las paradas de bus.El terreno cuenta con 804m2, se encuentra con planos pre aprobados.Edificación hasta 2 pisosCos planta baja: 35%Cos total: 70%Necesitas más información, contáctanos!","Pichincha, Quito, Puembo"
"2296","Terreno en venta en Quito","$ 110.000
                        ","Quito, Quito, Quito, Pichincha ","371 m²","Terreno","Venta","Venta Terreno 371 M2 - Sector Real Audiencia

Calle Fátima y Guapán
Cos 50%
Cos total 200%
Altura 4 pisos
Valor: 111.000","Pichincha, Quito, Quito"
"2297","Terreno en venta en Lotización La Armenia","$ 637.500
                        ","Lotización La Armenia, La Armenia, Distrito Metropolitano de Quito, Pichincha ","4 habitaciones","Terreno","Venta","Se vende terreno plano para desarrollo inmobiliario de 4250 m² ubicado en el Barrio la Armenia 1, parroquia Conocoto, Valle de los Chillos.

Cuenta con todos los servicios y con ubicación estratégica con fácil acceso y salida hacia la Autopista general Rumiñahui.

Detalles Generales:


 Área de terreno: 4250 m²
 Área de construcción cubierta: 1388.62 m²
 Frente Total: 62.36 m


Detalles Técnicos:


 Cos total: 105%
 Cos en planta baja: 35%
 Número de pisos: 3
 Altura: 12m


 

Dirección: Alfredo Luna Tobar & Ismael Solís. La Armenia, Quito 170801

Precio: $ 637.500

 ","Pichincha, Distrito Metropolitano de Quito, La Armenia"
